Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Unemployment_rate,Inflation_rate,GDP,pc1_1,pc1_2,pc1_3,pc1_4,pc2_1,pc2_2,Status
0.0,0.7499999999999999,0.1111111111111111,0.9243824061056437,1.0,0.9047619047619047,0.26315789473684204,0.0,0.24842105263157888,0.0,0.0,0.0,1.0,1.0,0.0,0.07547169811320753,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,11.812620422350435,8.853665901135722,-5.369891479727551,0.17632958989485692,-14.747157035240555,-26.605419922049972,2
0.0,0.6785714285714285,0.1111111111111111,0.9135368547901185,1.0,0.0,0.4010526315789473,0.0,0.26315789473684204,1.0,0.0,1.0,0.0,1.0,0.0,0.45283018867924524,0.0,0.5930232558139535,1.0,0.3117569352708058,-15.804608549566083,5.611145145532879,-0.3403808141723572,-1.326508922418925,48.46073724792267,-30.133560762009424,0
0.0,0.7678571428571428,0.1111111111111111,0.9007832898172323,1.0,0.9047619047619047,0.4736842105263157,0.0,0.4736842105263157,0.0,0.0,0.0,1.0,1.0,0.0,0.07547169811320753,0.0,0.9186046511627907,0.7999999999999999,0.0,4.005598763922162,3.5806672918873574,6.316356545971683,-1.2497920875038373,-4.903631512381169,-2.01787275449977,1
0.0,0.26785714285714285,0.1111111111111111,0.9075115485037156,1.0,0.0,0.3157894736842104,0.0,0.2715789473684209,1.0,0.0,0.0,1.0,0.0,0.0,0.018867924528301883,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,2.371968160468125,-5.054821484639582,-1.666066927500103,1.5183698216841908,-11.244240527269206,-27.506718821603158,2
0.0,0.2857142857142857,0.1111111111111111,0.9506929102229363,1.0,0.0,0.49473684210526314,0.0,0.3821052631578947,1.0,0.0,0.0,1.0,0.0,0.0,0.037735849056603765,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,6.1683187244215,-3.484536144624973,-1.5434735230118062,0.3691942707842655,-7.089495209142408,23.246716384806,2
0.0,0.2857142857142857,0.1111111111111111,0.9243824061056437,1.0,0.0,0.3263157894736841,0.0,0.2305263157894737,1.0,0.0,0.0,1.0,0.0,0.0,0.07547169811320753,0.0,0.5930232558139535,1.0,0.3117569352708058,2.5967571024630516,1.6802755921201293,3.4668993522019784,-1.7157415370082314,-2.7975635435015924,10.464098991415632,1
0.0,0.0,0.3333333333333333,0.9677646113677445,1.0,0.0,0.41052631578947363,0.0,0.351578947368421,1.0,0.0,0.0,0.0,1.0,0.0,0.037735849056603765,0.0,0.0,0.7555555555555555,0.5785997357992074,-16.335200914936117,4.905150664369279,-0.7764777107805148,-0.8937343576388224,-16.011916946160085,-10.93257462133943,0
0.0,0.30357142857142855,0.4444444444444444,0.9861417955412733,1.0,0.0,0.2421052631578946,0.0,0.17263157894736847,1.0,0.0,1.0,0.0,0.0,0.0,0.05660377358490565,0.0,0.40697674418604646,0.3111111111111111,0.8031704095112285,-13.561165040599157,8.448803594565005,0.852967346516099,-0.8249925971083679,-4.231338653698497,10.180251155169962,0
0.0,0.0,0.1111111111111111,0.9243824061056437,1.0,0.0,0.4010526315789473,0.0,0.4421052631578948,1.0,0.0,0.0,1.0,0.0,0.0,0.037735849056603765,0.0,0.0,0.7555555555555555,0.5785997357992074,-15.432091543794098,6.761438358736328,-1.2066618798473943,1.3478352372224232,-14.858269541652234,10.735190222779629,0
0.0,0.2857142857142857,0.2222222222222222,0.9259891544486845,1.0,0.0,0.4736842105263157,0.0,0.30842105263157893,0.0,0.0,0.0,0.0,1.0,0.0,0.018867924528301883,0.0,0.2093023255813954,0.0,0.12417437252311753,1.5357656669977828,1.8780307044700324,4.509287176459774,-1.2193074044751833,-13.915736759440527,-24.529948797934882,0
0.0,0.0,0.2222222222222222,0.9506929102229363,1.0,0.0,0.5263157894736841,0.0,0.33999999999999986,1.0,0.0,0.0,1.0,1.0,0.0,0.018867924528301883,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,3.1596186526889127,-0.8461946642955287,-2.142183745086199,-0.04204787228356499,-13.219636904004306,-24.55360354957505,2
0.0,0.2857142857142857,0.1111111111111111,0.9259891544486845,1.0,0.0,0.43157894736842106,0.0,0.28105263157894744,1.0,0.0,0.0,1.0,0.0,0.0,0.05660377358490565,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,1.6285437735558155,3.189749532306664,5.360738938525458,-1.0627820247282767,-4.265620749833726,23.09382853509682,1
0.0,0.0,0.1111111111111111,0.9506929102229363,1.0,0.0,0.35789473684210527,0.0,0.2715789473684209,1.0,0.0,0.0,1.0,0.0,1.0,0.05660377358490565,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,4.202559306957891,-1.7607536180217547,-1.9346458663210968,0.100505768667145,-7.0133060955737285,24.658657471785553,2
0.0,0.0,0.1111111111111111,0.9243824061056437,1.0,0.0,0.2315789473684211,0.0,0.1768421052631579,1.0,0.0,0.0,1.0,1.0,0.0,0.037735849056603765,0.0,0.15116279069767458,0.4888888888888888,1.0,1.5044849812759935,0.5212416743896189,3.614769643490485,-1.1082166920198164,-2.813150334761273,-2.4739988802442276,0
0.0,0.2857142857142857,0.1111111111111111,0.9135368547901185,1.0,0.0,0.368421052631579,0.0,0.30315789473684207,0.0,0.0,0.0,1.0,0.0,0.0,0.018867924528301883,0.0,0.0,0.7555555555555555,0.5785997357992074,-0.21824420751092788,-3.705863820845591,-0.19971376347081105,0.18325111717539055,-10.550739134290762,-27.5510709069637,2
0.0,0.9285714285714285,0.1111111111111111,0.9007832898172323,1.0,0.0,0.368421052631579,0.0,0.368421052631579,0.0,0.0,1.0,1.0,1.0,0.0,0.07547169811320753,0.0,0.15116279069767458,0.4888888888888888,1.0,13.923086200547715,12.68448333809352,-1.4619452162512934,0.2925771249813831,-3.4754661947593792,-14.995192659576787,1
0.0,0.0,0.1111111111111111,0.9506929102229363,1.0,0.0,0.33684210526315783,0.0,0.2778947368421052,0.0,0.0,0.0,1.0,1.0,0.0,0.05660377358490565,0.0,0.5581395348837211,0.28888888888888886,0.7727873183619551,5.509413911548112,-1.5424115687732847,0.19350097553119827,0.18489430681128294,-9.82831905268077,-26.187305063357318,1
0.0,0.2857142857142857,0.2222222222222222,0.9259891544486845,1.0,0.0,0.12631578947368416,0.0,0.08210526315789468,1.0,0.0,0.0,1.0,0.0,0.0,0.05660377358490565,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,-4.328019018626282,9.791684288197667,8.401081566531886,5.1267964232136185,-8.73665576947124,-7.1824576532756055,0
0.0,0.0,0.1111111111111111,0.9861417955412733,1.0,0.0,0.6842105263157894,0.0,0.5368421052631578,1.0,0.0,0.0,1.0,0.0,0.0,0.037735849056603765,0.0,0.2093023255813954,0.0,0.12417437252311753,1.633494704153506,0.7540595376712274,2.85887725656647,-1.733929177585607,-2.859922659001292,-2.846550887210988,1
0.0,0.7499999999999999,0.1111111111111111,0.9781080538260695,1.0,0.0,0.27368421052631575,0.0,0.30315789473684207,0.0,0.0,0.0,0.0,1.0,0.0,0.09433962264150941,0.0,0.37209302325581406,0.4888888888888888,0.7661822985468957,-8.305496006703512,-0.05503796214309653,-0.3359035881462513,-9.762943696906838,-8.271972085757259,-26.231582180453668,0
0.0,0.6785714285714285,0.1111111111111111,0.912432215304278,1.0,0.4285714285714285,0.4010526315789473,0.0,0.05263157894736836,0.0,0.0,0.0,1.0,1.0,0.0,0.15094339622641512,0.0,0.7325581395348838,0.11111111111111112,0.6406869220607662,-0.1588741966532261,2.292900107549702,6.96386124866976,-0.12947656834114207,-9.888423274292656,-15.029877127631142,1
0.0,0.07142857142857142,0.2222222222222222,0.9861417955412733,1.0,0.0,0.3052631578947369,0.0,0.19894736842105276,1.0,0.0,0.0,1.0,0.0,1.0,0.037735849056603765,0.0,0.5930232558139535,1.0,0.3117569352708058,2.0724242068276872,-2.6381214413046257,-0.7545889049265373,0.6518693879993664,-11.284773712687317,-2.0153353311166953,2
